TractId,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
41051000100,Oregon,Multnomah County,6380,3283,3097,2.1,88.5,0.4,2.0,2.1,0.0,5051,81810.0,11384.0,50380.0,6690.0,6.5,5.5,61.4,7.9,21.3,2.6,6.8,55.4,12.9,6.3,5.6,9.2,10.5,29.0,3510,76.2,13.4,10.4,0.0,5.1
41051000200,Oregon,Multnomah County,6458,2935,3523,9.6,79.7,0.0,0.2,3.8,0.5,5050,58206.0,7821.0,36621.0,4710.0,15.9,9.3,55.9,15.1,20.3,2.0,6.7,56.9,7.7,9.3,2.7,12.9,10.5,28.0,3202,76.6,13.2,10.2,0.0,7.9
41051000301,Oregon,Multnomah County,5504,2547,2957,8.8,74.7,1.6,0.0,9.4,0.7,4791,45745.0,5178.0,26961.0,3528.0,16.2,10.5,40.3,20.6,27.6,4.1,7.5,47.1,6.1,13.5,15.1,7.8,10.4,24.9,2888,76.2,15.4,7.8,0.6,6.2
41051000302,Oregon,Multnomah County,7184,3356,3828,5.2,87.7,0.0,0.0,2.9,0.0,5438,112533.0,10694.0,58735.0,6806.0,4.4,3.8,65.9,7.7,19.3,2.8,4.4,71.2,6.6,5.8,3.3,6.6,6.5,29.8,3846,73.9,18.7,7.4,0.0,4.8
41051000401,Oregon,Multnomah County,3784,1977,1807,2.9,87.9,0.2,0.0,6.6,0.0,3029,72073.0,6451.0,33007.0,2948.0,8.4,2.3,58.9,13.1,17.9,2.4,7.6,54.0,11.8,15.3,2.7,7.7,8.5,28.5,2093,77.5,18.0,4.4,0.0,6.4
41051000402,Oregon,Multnomah County,3374,1617,1757,2.3,81.8,1.3,0.1,11.4,0.0,2569,65847.0,10613.0,30860.0,2725.0,7.7,2.3,47.5,16.0,17.5,6.9,12.0,67.2,8.8,7.0,1.8,9.7,5.4,27.8,1889,80.2,11.4,8.4,0.0,1.7
41051000501,Oregon,Multnomah County,3970,1962,2008,5.7,78.1,0.0,1.6,8.2,0.0,3127,54675.0,3510.0,27431.0,2267.0,18.0,20.1,45.7,18.1,19.2,3.6,13.4,59.1,12.3,11.0,0.9,6.9,9.9,28.9,2261,81.2,9.2,8.9,0.6,8.6
41051000502,Oregon,Multnomah County,4994,2544,2450,17.2,65.5,2.3,0.0,12.3,0.0,3445,51829.0,5623.0,23539.0,2065.0,9.8,11.2,32.2,22.5,19.9,7.5,17.9,68.5,10.7,10.4,2.7,3.2,4.5,24.7,2935,80.3,9.5,10.2,0.0,1.8
41051000601,Oregon,Multnomah County,5154,2556,2598,18.4,60.9,2.2,0.2,14.3,1.1,3517,45195.0,8982.0,21488.0,2606.0,23.5,32.6,24.7,26.2,23.6,8.1,17.4,66.9,8.2,15.3,2.7,3.8,3.1,30.0,2677,83.0,11.9,5.2,0.0,5.0
41051000602,Oregon,Multnomah County,6163,3201,2962,20.8,49.9,3.7,2.9,17.5,0.0,3627,48258.0,8403.0,20286.0,2590.0,17.0,24.5,27.6,27.8,20.7,6.0,17.8,66.1,13.2,9.9,1.0,3.0,6.8,34.6,3174,83.4,11.7,4.9,0.0,6.1
41051000701,Oregon,Multnomah County,4824,2343,2481,8.0,71.8,2.9,0.0,10.6,0.0,3764,58654.0,7818.0,33308.0,3075.0,13.0,10.0,53.2,19.5,16.2,3.7,7.4,60.1,9.3,12.7,0.7,8.5,8.7,30.2,2773,81.6,11.9,6.5,0.0,9.8
41051000702,Oregon,Multnomah County,5163,2690,2473,8.2,68.9,3.4,1.2,13.8,0.0,3920,57885.0,8441.0,29402.0,4025.0,20.5,18.7,48.6,21.2,15.5,2.8,11.9,59.5,9.6,12.5,2.8,10.4,5.2,29.1,3137,72.7,13.0,14.3,0.0,4.1
41051000801,Oregon,Multnomah County,4829,2376,2453,5.7,78.4,4.3,0.0,8.3,0.0,3902,63387.0,7687.0,37425.0,5555.0,13.0,18.9,56.3,12.8,20.1,3.7,7.1,55.5,9.3,13.2,3.4,11.7,6.8,26.7,3106,80.2,12.0,7.2,0.6,5.4
41051000802,Oregon,Multnomah County,4709,2466,2243,6.5,82.7,1.4,0.0,4.9,0.0,4061,59583.0,7231.0,32804.0,4711.0,14.5,2.3,43.3,16.3,24.2,5.0,11.2,58.5,8.1,18.1,0.5,7.3,7.6,30.8,3076,82.3,8.5,9.2,0.0,7.8
41051000901,Oregon,Multnomah County,4464,2111,2353,4.4,78.5,0.3,0.0,7.0,0.0,3732,80203.0,6233.0,46743.0,5694.0,10.9,10.5,58.2,12.5,20.3,3.2,5.8,53.2,6.8,14.5,3.5,11.3,10.6,25.3,2987,82.0,10.4,7.4,0.2,5.3
41051000902,Oregon,Multnomah County,4684,2105,2579,8.4,69.6,9.4,0.0,8.2,1.3,3702,47357.0,4621.0,29332.0,5334.0,26.3,35.7,39.0,29.8,19.3,3.8,8.1,45.2,4.8,23.7,6.9,9.9,9.6,28.2,2922,81.5,10.4,8.1,0.0,7.6
41051001000,Oregon,Multnomah County,6141,2941,3200,14.1,76.3,0.7,0.0,6.0,0.4,4691,64832.0,9951.0,32804.0,3293.0,16.7,13.6,57.1,18.6,13.1,3.3,7.9,45.2,4.1,20.8,7.4,16.6,5.9,24.8,3843,78.6,16.3,5.1,0.0,3.5
41051001101,Oregon,Multnomah County,2211,1296,915,3.7,80.3,7.1,0.4,4.8,0.0,2090,26750.0,10213.0,29538.0,4746.0,34.6,0.0,48.8,18.7,22.3,2.3,8.0,43.3,3.7,19.1,10.7,14.0,9.2,24.5,1316,80.9,13.5,5.6,0.0,13.0
41051001102,Oregon,Multnomah County,1665,792,873,6.4,80.5,0.8,1.4,8.3,0.0,1370,75500.0,10715.0,43930.0,7043.0,13.9,3.8,57.2,21.4,14.0,1.6,5.7,49.7,4.5,12.4,5.9,16.7,10.8,24.9,1083,84.4,6.6,9.0,0.0,5.9
41051001201,Oregon,Multnomah County,5212,2850,2362,5.6,86.5,1.4,0.6,2.7,0.0,4707,52326.0,8422.0,36629.0,5520.0,14.8,11.0,43.2,20.2,24.3,5.7,6.6,47.3,3.2,20.1,4.6,19.8,4.9,23.5,3831,87.7,4.5,7.8,0.0,4.0
41051001202,Oregon,Multnomah County,3413,1824,1589,1.8,89.1,0.0,0.1,6.4,0.0,2789,78799.0,15975.0,53068.0,5094.0,8.5,0.0,63.6,12.5,17.2,2.3,4.5,51.7,3.2,10.6,9.7,10.2,14.6,26.1,2044,78.5,13.2,8.3,0.0,3.9
41051001301,Oregon,Multnomah County,4183,2208,1975,5.3,83.4,1.2,0.0,3.3,0.2,3528,72321.0,13215.0,43250.0,3793.0,12.0,0.4,58.7,17.1,17.1,3.6,3.4,43.1,7.0,11.7,4.2,22.2,11.9,24.9,2883,78.8,9.7,11.4,0.0,3.6
41051001302,Oregon,Multnomah County,3381,1575,1806,4.3,86.8,0.6,0.0,4.2,0.0,2647,83083.0,19215.0,41352.0,3914.0,7.9,0.0,58.5,19.0,15.5,2.2,4.8,50.1,5.5,7.2,8.4,14.0,14.7,22.0,2054,76.1,13.2,10.6,0.0,4.3
41051001400,Oregon,Multnomah County,5549,2936,2613,6.5,82.4,2.0,1.2,4.5,0.0,4534,78236.0,6676.0,40990.0,3488.0,10.5,9.2,65.1,13.6,13.7,1.7,5.9,48.9,8.0,16.2,3.3,15.1,8.6,29.4,3636,75.0,15.8,9.2,0.0,3.6
41051001500,Oregon,Multnomah County,3532,1703,1829,5.2,91.7,0.1,0.0,2.3,0.0,2828,101117.0,9907.0,54022.0,5624.0,6.9,0.2,61.5,12.7,15.2,4.5,6.1,56.8,5.4,9.6,2.6,15.0,10.7,25.6,2049,74.9,18.7,6.0,0.4,4.7
41051001601,Oregon,Multnomah County,5818,2623,3195,8.5,79.3,0.4,0.5,10.6,0.1,4698,70833.0,14795.0,44701.0,7402.0,10.9,12.2,55.5,17.1,15.5,2.6,9.3,60.0,7.6,11.4,4.1,4.6,12.3,25.4,2944,81.9,10.7,7.4,0.0,5.8
41051001602,Oregon,Multnomah County,4682,2228,2454,9.5,60.7,6.7,1.0,15.0,2.8,3536,46466.0,10097.0,21513.0,2881.0,25.5,21.0,29.3,34.0,19.5,7.0,10.2,56.1,12.0,15.8,1.8,9.2,5.0,28.4,2189,81.4,9.5,9.2,0.0,11.4
41051001701,Oregon,Multnomah County,7031,3377,3654,5.0,73.1,4.5,1.8,10.3,0.0,5488,65362.0,4576.0,33373.0,4560.0,10.0,10.7,45.4,19.4,19.0,7.4,8.9,62.2,8.5,14.7,3.1,9.1,2.4,29.0,4228,85.5,11.3,3.2,0.0,5.7
41051001702,Oregon,Multnomah County,4157,2091,2066,13.0,61.0,1.1,2.3,15.1,0.2,3068,50496.0,5266.0,23679.0,2990.0,20.3,29.2,36.9,18.0,21.6,9.3,14.2,66.2,5.3,13.2,5.3,4.0,5.9,24.5,2134,82.8,11.1,6.0,0.1,13.3
41051001801,Oregon,Multnomah County,4636,2444,2192,6.3,78.3,6.5,2.8,4.5,0.0,3778,60380.0,6811.0,33144.0,2948.0,14.0,14.2,55.9,17.1,15.7,7.2,4.2,55.6,9.4,16.4,5.0,8.8,4.8,25.2,2694,80.4,13.0,6.6,0.0,7.2
41051001802,Oregon,Multnomah County,3696,1734,1962,7.8,78.4,0.7,0.0,4.7,0.0,2930,57176.0,6033.0,37620.0,3711.0,6.7,1.3,56.8,11.8,21.2,4.4,5.8,62.0,8.0,10.2,2.3,7.8,9.7,24.6,2148,76.8,11.6,11.6,0.0,4.3
41051001900,Oregon,Multnomah County,4972,2487,2485,3.2,87.6,0.9,0.0,4.7,0.0,3643,120000.0,12618.0,60703.0,6402.0,4.9,2.9,70.2,7.5,16.1,2.7,3.5,52.8,12.3,9.0,5.8,9.5,10.7,23.6,2487,76.9,15.3,7.8,0.0,3.0
41051002000,Oregon,Multnomah County,6355,3073,3282,8.9,81.3,0.8,0.6,3.5,0.0,5468,55401.0,4701.0,40004.0,4464.0,18.1,25.0,52.2,13.8,24.4,2.8,6.7,42.0,5.3,19.7,8.9,13.9,10.1,23.4,4395,81.3,9.6,8.4,0.7,3.4
41051002100,Oregon,Multnomah County,2417,1127,1290,4.1,78.6,4.9,2.3,3.5,0.0,2159,42407.0,6103.0,30439.0,3454.0,21.7,38.6,43.1,19.9,21.8,8.3,6.8,39.5,3.9,28.9,9.1,14.0,4.6,23.1,1686,86.6,6.0,7.4,0.0,4.2
41051002203,Oregon,Multnomah County,3778,1854,1924,4.0,75.9,11.8,0.5,1.9,0.0,3230,59450.0,14270.0,37389.0,3844.0,17.6,6.8,61.6,20.4,13.7,0.3,3.9,46.7,3.9,13.9,6.8,20.2,8.4,21.8,2497,70.8,17.5,11.7,0.0,5.7
41051002303,Oregon,Multnomah County,2424,1209,1215,4.0,73.2,11.8,0.5,3.0,0.0,2201,45959.0,7389.0,36633.0,4314.0,22.4,28.6,48.8,15.6,27.2,1.0,7.5,32.5,6.6,22.2,17.6,16.6,4.3,25.4,1458,86.5,9.7,3.8,0.0,7.7
41051002401,Oregon,Multnomah County,2781,1409,1372,1.6,88.9,5.2,0.3,2.2,0.0,2163,117125.0,24965.0,67574.0,10225.0,4.7,0.0,67.8,11.8,15.1,0.6,4.8,54.2,6.7,7.8,4.3,12.7,14.3,20.6,1718,74.6,9.5,15.9,0.0,5.6
41051002402,Oregon,Multnomah County,3621,1763,1858,4.3,78.4,9.5,0.0,4.5,0.0,3264,52522.0,8538.0,39974.0,5756.0,17.2,52.3,53.2,19.1,14.8,0.7,12.3,54.3,7.6,11.9,8.6,11.4,6.1,20.8,2030,86.3,5.6,8.2,0.0,3.8
41051002501,Oregon,Multnomah County,4672,2176,2496,3.3,86.7,1.1,0.2,3.2,0.2,3325,125129.0,12296.0,60887.0,5472.0,3.7,4.3,71.9,7.7,14.5,2.7,3.2,59.3,7.0,6.8,4.4,12.7,10.0,18.6,2494,70.0,18.8,11.1,0.0,2.2
41051002502,Oregon,Multnomah County,4602,2339,2263,11.5,79.1,3.1,0.0,3.0,0.0,3855,65317.0,8530.0,48950.0,5580.0,10.1,4.1,63.7,13.6,15.2,2.4,5.2,52.3,6.3,12.9,8.2,15.0,5.5,21.4,2998,82.5,12.1,5.4,0.0,5.2
41051002600,Oregon,Multnomah County,2895,1331,1564,3.4,86.1,2.5,0.0,2.3,0.0,2156,115298.0,25545.0,52295.0,7005.0,5.1,2.0,68.4,7.8,15.4,2.1,6.2,55.4,6.3,6.4,4.2,11.9,15.8,23.2,1445,79.2,11.2,9.6,0.0,3.6
41051002701,Oregon,Multnomah County,3211,1710,1501,4.2,88.8,0.5,0.0,2.3,0.0,2370,125179.0,12741.0,58673.0,7542.0,4.4,5.7,60.3,8.6,22.4,6.3,2.4,68.2,1.6,4.6,6.1,5.9,13.6,21.1,1707,81.6,10.4,8.0,0.0,7.3
41051002702,Oregon,Multnomah County,3154,1535,1619,7.3,77.3,9.4,0.0,2.8,0.0,2606,42857.0,9209.0,37991.0,5496.0,22.9,18.6,52.2,14.2,26.0,2.4,5.2,48.5,9.2,18.5,5.3,4.7,13.7,21.9,1511,80.5,14.2,5.3,0.0,8.5
41051002801,Oregon,Multnomah County,3128,1438,1690,5.0,84.3,0.0,0.0,6.7,0.0,2359,86400.0,9944.0,40902.0,4155.0,6.0,12.3,63.2,10.2,18.6,2.7,5.4,56.6,16.8,9.0,1.6,6.0,9.9,22.1,1789,76.5,17.3,6.2,0.0,3.3
41051002802,Oregon,Multnomah County,3209,1669,1540,2.5,88.1,0.5,0.4,6.8,0.0,2542,84222.0,6288.0,44874.0,4362.0,5.3,1.0,52.7,16.4,20.9,3.8,6.2,56.0,10.9,15.1,3.8,8.2,6.0,24.1,1944,72.6,18.1,9.3,0.0,4.6
41051002901,Oregon,Multnomah County,4432,2109,2323,7.2,81.0,0.7,0.6,7.4,0.0,3512,67786.0,4745.0,39805.0,4058.0,6.2,0.5,53.1,13.7,22.7,3.6,6.9,69.3,9.9,6.7,1.7,3.9,8.6,26.2,2716,70.6,14.4,14.0,0.9,5.3
41051002902,Oregon,Multnomah County,5504,2596,2908,5.5,79.6,2.6,1.3,9.0,0.0,4233,60833.0,8137.0,34399.0,3421.0,9.4,4.8,46.4,18.1,22.1,4.4,9.0,58.0,8.1,14.2,0.0,8.1,11.5,29.0,3253,74.5,13.1,12.5,0.0,4.6
41051002903,Oregon,Multnomah County,5825,2956,2869,6.0,58.8,11.9,0.3,19.8,0.0,4640,61014.0,8650.0,28328.0,3234.0,22.1,46.0,37.8,13.2,31.1,5.9,12.0,63.9,15.9,9.6,3.0,5.2,2.3,25.3,3049,82.8,11.6,5.6,0.0,10.5
41051003000,Oregon,Multnomah County,4986,2705,2281,4.0,85.0,2.6,0.0,4.8,0.0,3904,108125.0,13798.0,44599.0,3022.0,5.3,2.6,57.5,11.3,23.9,3.6,3.8,55.6,12.7,5.3,3.5,10.0,12.9,25.4,2939,80.5,11.1,7.9,0.5,2.7
41051003100,Oregon,Multnomah County,5006,2387,2619,4.4,84.7,2.6,0.6,2.3,0.0,3871,95511.0,10493.0,47857.0,5056.0,9.2,7.3,64.2,13.9,15.7,1.0,5.1,58.9,6.1,11.0,2.9,9.0,12.0,23.5,3031,70.8,15.4,13.7,0.0,5.8
41051003200,Oregon,Multnomah County,4112,1820,2292,3.4,82.9,7.0,0.4,1.3,0.0,3337,90703.0,14649.0,53609.0,6738.0,10.6,3.0,63.3,17.9,12.2,3.6,3.0,51.4,5.8,9.7,5.5,16.1,11.6,24.8,2842,72.0,14.9,13.1,0.0,2.0
41051003301,Oregon,Multnomah County,3269,1519,1750,10.0,72.1,11.4,0.2,0.8,0.0,2583,62500.0,19628.0,29916.0,3627.0,19.1,13.5,52.2,17.0,22.2,1.6,7.0,58.4,3.5,16.3,2.4,18.1,1.4,27.5,1959,72.5,18.0,9.5,0.0,5.7
41051003302,Oregon,Multnomah County,3210,1614,1596,14.2,59.5,17.1,0.2,4.0,0.0,2420,62368.0,7016.0,32849.0,3846.0,16.8,2.7,51.9,18.3,19.9,2.9,7.1,44.8,7.0,18.5,7.1,14.1,8.5,29.6,2022,79.7,15.6,4.7,0.0,5.2
41051003401,Oregon,Multnomah County,3828,1865,1963,7.9,63.9,17.5,0.0,4.2,0.0,3010,71923.0,16022.0,36221.0,4789.0,19.1,24.4,53.9,16.5,13.5,5.2,10.9,43.1,3.3,15.4,4.0,21.9,12.2,25.3,2572,79.0,12.2,7.2,1.6,3.7
41051003402,Oregon,Multnomah County,3962,1955,2007,9.3,65.3,15.1,0.0,1.7,0.0,3295,74866.0,11815.0,38509.0,4874.0,14.4,12.6,61.2,18.3,15.1,1.8,3.6,49.5,8.7,8.8,7.2,18.1,7.7,24.7,2657,82.1,8.9,9.0,0.0,3.7
41051003501,Oregon,Multnomah County,3644,1780,1864,11.9,69.8,10.5,0.2,4.6,0.0,2862,60089.0,16439.0,42958.0,6755.0,12.4,16.8,53.4,16.0,17.2,5.5,7.9,53.7,10.8,11.2,3.3,13.5,7.5,24.6,2313,79.6,13.1,7.3,0.0,5.5
41051003502,Oregon,Multnomah County,2426,1267,1159,5.2,83.1,4.4,0.0,4.0,0.0,2028,100000.0,16114.0,47876.0,6103.0,14.2,0.0,62.1,10.9,17.4,1.3,8.3,51.4,7.0,11.5,5.6,16.2,8.2,22.6,1556,81.2,12.1,6.7,0.0,6.0
41051003601,Oregon,Multnomah County,4942,2348,2594,6.2,66.3,21.0,0.3,0.9,0.0,4117,68321.0,4315.0,35038.0,4246.0,16.0,13.8,50.1,14.6,21.8,6.3,7.1,49.8,11.4,12.1,3.6,17.8,5.3,25.8,3077,72.8,20.2,7.0,0.0,7.4
41051003602,Oregon,Multnomah County,7010,3344,3666,4.3,68.0,17.9,0.3,0.9,0.1,5714,99326.0,14645.0,39828.0,3886.0,8.4,5.8,51.5,20.0,17.5,5.9,5.1,56.8,8.9,9.3,2.3,8.6,14.0,30.0,4143,83.5,10.9,5.2,0.4,7.0
41051003603,Oregon,Multnomah County,1571,739,832,2.0,67.2,16.2,0.6,7.5,0.0,1262,72614.0,9951.0,38840.0,4884.0,4.4,0.0,50.9,13.9,24.4,6.6,4.1,62.2,11.8,6.6,0.0,9.4,10.0,33.6,921,68.5,17.3,12.4,1.8,4.7
41051003701,Oregon,Multnomah County,4388,2121,2267,14.9,56.2,18.0,0.2,6.7,0.0,3341,50200.0,7728.0,28584.0,3123.0,19.0,16.2,46.9,14.1,21.3,5.7,11.9,68.1,5.6,12.2,2.9,7.1,4.1,24.5,2371,79.3,13.5,6.9,0.3,7.6
41051003702,Oregon,Multnomah County,2602,1281,1321,2.4,79.1,11.9,0.1,0.7,0.0,2174,79643.0,15197.0,42264.0,5306.0,15.9,7.9,57.0,10.4,21.8,1.6,9.2,56.6,4.5,11.8,2.0,21.1,3.9,26.4,1622,80.6,12.4,7.0,0.0,6.0
41051003801,Oregon,Multnomah County,3140,1452,1688,3.0,73.3,5.5,1.0,3.8,4.0,2379,58984.0,11471.0,31634.0,3567.0,11.9,15.9,48.6,18.1,24.1,5.3,3.9,59.2,3.2,17.3,2.0,11.5,6.7,25.2,1831,82.4,9.0,8.0,0.5,4.2
41051003802,Oregon,Multnomah County,3518,1742,1776,11.1,74.5,3.1,0.0,3.9,1.3,2774,79107.0,8943.0,38094.0,4374.0,8.6,11.5,58.2,20.1,10.1,4.1,7.5,49.6,8.3,15.6,3.5,19.0,4.0,26.3,2238,87.1,10.2,2.7,0.0,7.2
41051003803,Oregon,Multnomah County,4506,2375,2131,10.8,67.4,12.5,0.5,4.7,0.2,3348,65250.0,11112.0,33739.0,5700.0,17.6,24.4,44.7,19.3,22.3,5.7,7.9,47.4,6.1,20.5,5.6,16.6,3.7,23.5,2509,79.3,10.8,9.8,0.0,5.6
41051003901,Oregon,Multnomah County,7963,4257,3706,16.5,59.9,16.4,0.0,5.9,0.0,5441,68854.0,8965.0,28494.0,2920.0,23.1,40.6,40.6,21.5,20.4,5.2,12.2,64.2,9.7,12.1,2.0,5.8,6.1,27.9,4119,82.6,9.6,7.8,0.0,5.7
41051003902,Oregon,Multnomah County,3401,1654,1747,3.4,81.7,5.4,0.0,3.4,0.6,2584,76982.0,12185.0,37570.0,3648.0,6.5,4.9,58.8,12.0,17.5,4.8,7.0,60.9,8.1,9.3,2.6,9.4,9.7,27.8,1970,72.6,17.0,9.7,0.8,2.5
41051004001,Oregon,Multnomah County,8335,3874,4461,20.1,48.7,18.9,0.7,2.2,0.7,4888,39861.0,7274.0,17746.0,2339.0,38.6,48.1,35.5,20.2,23.8,6.2,14.4,52.0,13.2,17.3,0.4,12.1,5.0,30.5,3543,81.1,13.0,5.9,0.0,15.2
41051004002,Oregon,Multnomah County,6354,2959,3395,6.8,75.6,1.9,0.6,6.4,1.5,5521,66296.0,9119.0,24741.0,2490.0,22.4,3.4,45.0,18.4,26.2,4.5,5.9,51.8,8.9,5.8,17.0,7.9,8.6,22.9,3219,83.8,10.3,5.2,0.6,10.0
41051004101,Oregon,Multnomah County,7512,3701,3811,19.0,60.3,7.4,2.5,3.2,1.4,5502,61452.0,5360.0,24959.0,2354.0,16.4,23.0,36.0,14.9,29.2,4.9,14.9,70.2,8.4,8.3,3.0,4.6,5.5,27.0,3874,83.5,13.0,3.5,0.0,9.9
41051004102,Oregon,Multnomah County,5297,2633,2664,15.2,73.4,1.5,0.6,4.8,2.5,4006,59848.0,17276.0,32565.0,4236.0,16.9,20.1,49.9,13.7,21.1,5.2,10.1,58.7,18.5,7.7,2.6,4.0,8.6,27.4,2871,78.6,9.6,11.8,0.0,4.8
41051004200,Oregon,Multnomah County,3825,1989,1836,18.4,69.8,5.0,1.2,1.3,0.0,2961,52150.0,7564.0,34732.0,4774.0,16.5,25.0,49.6,13.2,19.1,6.9,11.1,67.0,9.4,12.4,1.9,3.8,5.5,28.3,2361,80.6,13.0,5.9,0.5,4.7
41051004300,Oregon,Multnomah County,1080,533,547,2.8,87.5,0.0,1.0,3.9,0.0,869,97321.0,16172.0,54890.0,8596.0,6.9,0.0,61.8,9.1,17.1,5.6,6.4,78.8,8.5,0.0,1.1,1.8,9.9,26.3,574,69.9,21.8,8.4,0.0,2.5
41051004500,Oregon,Multnomah County,2428,1250,1178,7.0,82.9,0.0,0.0,4.5,0.4,1902,78426.0,18398.0,64907.0,11618.0,7.6,17.6,73.4,10.4,13.2,1.2,1.8,50.3,8.0,5.0,13.6,10.0,13.1,20.2,1496,84.8,5.2,10.0,0.0,0.7
41051004601,Oregon,Multnomah County,3017,1504,1513,5.5,87.2,0.3,0.2,3.3,0.0,2516,112917.0,21965.0,88802.0,9923.0,3.3,0.0,77.0,2.9,15.6,0.7,3.8,61.6,2.2,6.0,10.7,5.6,13.9,22.5,1683,81.0,8.2,10.8,0.0,1.1
41051004602,Oregon,Multnomah County,2151,997,1154,2.0,91.8,0.0,0.0,3.0,0.0,1573,156591.0,40154.0,105292.0,14360.0,5.2,4.9,73.4,9.0,16.4,1.3,0.0,60.8,7.8,6.2,7.1,1.9,16.2,20.0,1014,78.6,9.7,11.7,0.0,4.5
41051004700,Oregon,Multnomah County,4799,2227,2572,6.1,89.7,0.9,0.0,2.0,0.0,4117,90988.0,5036.0,78328.0,12662.0,5.3,0.0,67.2,7.1,24.6,0.5,0.6,51.2,6.2,15.9,9.4,10.9,6.4,23.1,3301,88.4,7.0,4.4,0.2,5.6
41051004800,Oregon,Multnomah County,2846,1415,1431,5.6,79.1,2.0,1.5,3.2,0.0,2565,50993.0,15981.0,53206.0,10565.0,15.2,5.8,54.6,12.9,26.0,1.7,4.7,33.1,0.0,16.4,32.9,11.6,6.0,20.6,2075,89.0,7.4,3.6,0.0,5.3
41051004900,Oregon,Multnomah County,4034,1960,2074,14.4,71.3,3.6,0.0,7.2,0.2,3456,44800.0,3705.0,44542.0,7513.0,21.5,0.0,57.1,7.9,22.5,7.5,5.1,51.0,3.0,15.7,22.4,3.9,4.0,28.0,2494,85.1,7.1,7.8,0.0,4.0
41051005000,Oregon,Multnomah County,3005,1687,1318,3.5,81.3,1.6,0.0,8.3,0.0,2585,96289.0,17350.0,78642.0,10433.0,10.4,0.0,72.6,3.1,17.8,0.9,5.5,36.9,2.4,13.0,24.2,9.0,14.5,21.1,2299,81.3,11.8,6.9,0.0,7.0
41051005100,Oregon,Multnomah County,7948,4333,3615,4.0,83.0,5.6,0.1,3.3,0.0,7195,47895.0,21847.0,59708.0,9902.0,20.3,11.8,68.5,14.5,12.6,1.1,3.2,36.6,1.4,15.3,22.0,12.1,12.5,21.0,4263,82.0,9.2,8.7,0.0,6.2
41051005200,Oregon,Multnomah County,4492,2523,1969,8.9,71.6,4.5,0.8,6.6,0.6,4088,39605.0,8227.0,41187.0,4484.0,27.8,4.5,51.1,16.0,25.9,1.8,5.3,32.6,3.7,19.8,32.2,6.2,5.6,27.4,2901,86.7,10.5,2.7,0.0,7.5
41051005500,Oregon,Multnomah County,2805,1427,1378,6.8,66.2,5.2,0.0,16.9,0.0,2182,19620.0,6666.0,29892.0,4653.0,40.5,16.7,50.1,20.1,26.4,1.2,2.2,23.7,1.7,24.6,38.6,7.3,4.1,23.2,1472,77.0,15.8,7.2,0.0,12.6
41051005600,Oregon,Multnomah County,5960,2826,3134,9.2,65.9,4.1,0.3,13.6,0.8,4983,30780.0,2767.0,25080.0,3261.0,36.8,0.0,45.6,20.6,24.4,6.3,3.1,19.4,2.8,27.1,41.6,4.1,4.9,18.5,2971,71.5,20.6,7.9,0.0,19.3
41051005700,Oregon,Multnomah County,3982,2281,1701,9.3,68.9,2.6,0.9,9.5,0.0,3104,62283.0,7168.0,50457.0,8207.0,15.8,0.0,67.5,4.6,25.2,1.2,1.5,33.4,4.8,18.2,30.4,3.3,9.9,20.9,2332,76.9,17.6,5.5,0.0,7.2
41051005800,Oregon,Multnomah County,5066,2492,2574,1.8,77.7,3.0,0.0,14.0,0.0,3961,93143.0,22441.0,73300.0,9859.0,14.1,8.8,83.5,6.4,8.4,0.0,1.7,62.8,3.8,7.7,17.8,2.9,5.0,18.9,2344,81.7,15.4,2.9,0.0,6.8
41051005900,Oregon,Multnomah County,7857,3660,4197,9.0,76.7,2.3,0.0,5.7,0.0,6632,86609.0,10199.0,61091.0,6037.0,11.7,0.0,67.5,9.1,19.9,1.1,2.4,50.6,7.6,17.9,8.8,7.7,7.4,25.1,4743,80.8,12.0,7.2,0.0,4.6
41051006001,Oregon,Multnomah County,1477,753,724,2.4,84.9,4.2,0.0,3.5,0.0,1225,107083.0,24560.0,82214.0,20689.0,7.9,2.2,75.7,8.5,13.9,0.5,1.4,57.8,8.9,7.9,12.1,4.3,9.0,20.9,839,85.1,8.2,6.7,0.0,4.1
41051006002,Oregon,Multnomah County,2294,1137,1157,3.7,85.3,3.8,0.0,2.9,0.0,1791,100260.0,9178.0,51307.0,4562.0,5.4,0.0,64.9,6.1,23.2,2.2,3.7,64.3,12.9,12.3,3.5,1.4,5.7,21.1,1251,79.0,14.5,6.2,0.2,3.9
41051006100,Oregon,Multnomah County,2369,1179,1190,4.8,92.0,0.1,0.0,1.5,0.0,1886,111000.0,19135.0,58094.0,5744.0,3.8,0.0,68.5,7.8,16.7,4.0,2.9,62.8,6.8,6.4,3.2,8.1,12.6,22.7,1192,77.4,10.9,11.7,0.0,5.5
